Year,Province,RandomCropYield
2000,Ha_Noi,2.4206089175563577
2001,Ha_Noi,-0.84615289952891
2002,Ha_Noi,1.5954967482993396
2003,Ha_Noi,-0.3556964197509487
2004,Ha_Noi,0.7106579743840413
2005,Ha_Noi,-0.7719344242078208
2006,Ha_Noi,-1.042725463212797
2007,Ha_Noi,-4.371920368937239
2008,Ha_Noi,0.853141088145513
2009,Ha_Noi,-0.5176882222224037
2010,Ha_Noi,-1.4850175602465612
2011,Ha_Noi,3.011007549329257
2012,Ha_Noi,1.9300891938690086
2013,Ha_Noi,-0.05547025256116456
2014,Ha_Noi,1.2348732063713612
2015,Ha_Noi,1.4734368922393202
2016,Ha_Noi,-0.6827821052981733
2017,Ha_Noi,-1.8573032459393488
2018,Ha_Noi,-0.4527134528991894
2019,Ha_Noi,-1.5197590540093913
2020,Ha_Noi,0.22152419227673192
2000,Hai_Duong,0.3229254792931826
2001,Hai_Duong,-1.7290906173967713
2002,Hai_Duong,0.3473610506280522
2003,Hai_Duong,0.18000665359144108
2004,Hai_Duong,-0.1390190799018285
2005,Hai_Duong,-1.230603698968281
2006,Hai_Duong,-0.7138281099744788
2007,Hai_Duong,-1.271744753242011
2008,Hai_Duong,-0.14069104976830715
2009,Hai_Duong,1.1080919124656603
2010,Hai_Duong,-0.29874439390150087
2011,Hai_Duong,2.0261254879357224
2012,Hai_Duong,2.329185587839632
2013,Hai_Duong,-0.7177003161306956
2014,Hai_Duong,-0.020137766713212102
2015,Hai_Duong,0.8786676575794345
2016,Hai_Duong,0.8742312822179414
2017,Hai_Duong,-4.020430574394325
2018,Hai_Duong,0.38380870761366026
2019,Hai_Duong,-0.9676917374107248
2020,Hai_Duong,-0.3624037681536123
2000,Hung_Yen,2.238426510810001
2001,Hung_Yen,-1.5495367539732925
2002,Hung_Yen,0.2903772236078339
2003,Hung_Yen,0.14802213496987093
2004,Hung_Yen,-0.5821303130893298
2005,Hung_Yen,-0.5319720211151946
2006,Hung_Yen,-0.7192161025185584
2007,Hung_Yen,-2.48561688347219
2008,Hung_Yen,0.37554281684870716
2009,Hung_Yen,-0.10845192338380372
2010,Hung_Yen,0.05232247905619403
2011,Hung_Yen,1.8501635324469419
2012,Hung_Yen,2.0575228113292994
2013,Hung_Yen,-0.1979215666489651
2014,Hung_Yen,-0.21724030184117282
2015,Hung_Yen,-0.14786470271860708
2016,Hung_Yen,-0.3417789268824549
2017,Hung_Yen,-2.5951575646388605
2018,Hung_Yen,0.43276107545158027
2019,Hung_Yen,1.7411758669655057
2020,Hung_Yen,0.22687765125441928
2000,Nam_Dinh,2.0954625957784287
2001,Nam_Dinh,2.474489637523334
2002,Nam_Dinh,3.4320008895805785
2003,Nam_Dinh,1.3083771517879157
2004,Nam_Dinh,4.3178155882837785
2005,Nam_Dinh,-7.794585498819579
2006,Nam_Dinh,3.8250507045502147
2007,Nam_Dinh,1.739922698963035
2008,Nam_Dinh,0.6051807480885714
2009,Nam_Dinh,-2.156411812500288
2010,Nam_Dinh,1.4127037887356337
2011,Nam_Dinh,0.10579163039908224
2012,Nam_Dinh,0.4111027738227264
2013,Nam_Dinh,-0.3444300981430999
2014,Nam_Dinh,1.0910009797610698
2015,Nam_Dinh,0.8792899638368112
2016,Nam_Dinh,0.4491330573511405
2017,Nam_Dinh,-4.4642499877078095
2018,Nam_Dinh,-0.6561820035834671
2019,Nam_Dinh,-0.2522080551681469
2020,Nam_Dinh,-0.17702785568776847
2000,Ninh_Binh,0.35269754677615595
2001,Ninh_Binh,0.48011056775860084
2002,Ninh_Binh,1.5934934308910869
2003,Ninh_Binh,-2.470270517690082
2004,Ninh_Binh,0.9909121972169075
2005,Ninh_Binh,-6.738399180484329
2006,Ninh_Binh,1.3401441672186607
2007,Ninh_Binh,-2.1114934675039763
2008,Ninh_Binh,-0.1829935280021786
2009,Ninh_Binh,1.4222410631420104
2010,Ninh_Binh,1.4886223378527745
2011,Ninh_Binh,1.80203508734877
2012,Ninh_Binh,1.637560110020388
2013,Ninh_Binh,-1.9450909152800975
2014,Ninh_Binh,1.1580762768908386
2015,Ninh_Binh,0.6920686805995473
2016,Ninh_Binh,0.008412805557064473
2017,Ninh_Binh,-3.4918977905902153
2018,Ninh_Binh,0.4127856587777856
2019,Ninh_Binh,0.7609219188308955
2020,Ninh_Binh,0.6409298610898659
2000,Thai_Binh,1.5510026267036778
2001,Thai_Binh,-2.500871523242168
2002,Thai_Binh,2.437304974604686
2003,Thai_Binh,-6.589734075626382
2004,Thai_Binh,1.7080008249525562
2005,Thai_Binh,-3.6273748087393116
2006,Thai_Binh,2.2742827283616194
2007,Thai_Binh,-2.9185569727457192
2008,Thai_Binh,2.513317300832014
2009,Thai_Binh,2.1808613973729223
2010,Thai_Binh,2.0494591639999697
2011,Thai_Binh,1.2563133491023706
2012,Thai_Binh,0.2359471162560851
2013,Thai_Binh,0.051281253928465276
2014,Thai_Binh,0.43417234547808903
2015,Thai_Binh,0.6481869543855225
2016,Thai_Binh,0.4311460071173059
2017,Thai_Binh,-6.009316493542791
2018,Thai_Binh,0.1587046759045876
2019,Thai_Binh,0.5402192441364093
2020,Thai_Binh,0.6859458490536241
2000,Ha_Nam,0.4505565133071414
2001,Ha_Nam,0.35140161072685316
2002,Ha_Nam,0.677428190313556
2003,Ha_Nam,-2.329141700192828
2004,Ha_Nam,-1.0992209281310608
2005,Ha_Nam,-4.199128574150009
2006,Ha_Nam,0.019753678433623634
2007,Ha_Nam,1.0315947317280063
2008,Ha_Nam,1.2204169181802769
2009,Ha_Nam,1.1549481384838032
2010,Ha_Nam,0.5985149776389562
2011,Ha_Nam,1.7098154032548507
2012,Ha_Nam,2.098692724041044
2013,Ha_Nam,-1.7589354131817245
2014,Ha_Nam,-0.35202340653736286
2015,Ha_Nam,0.550055243239612
2016,Ha_Nam,-0.10773806578129097
2017,Ha_Nam,-3.8271273371025174
2018,Ha_Nam,0.23689805972261269
2019,Ha_Nam,0.7652806100344733
2020,Ha_Nam,0.6966466558628142
2000,Thanh_Hoa,-1.3293214982145827
2001,Thanh_Hoa,0.35307186238470933
2002,Thanh_Hoa,1.0790109239347814
2003,Thanh_Hoa,0.44896949642140527
2004,Thanh_Hoa,1.5189390150697832
2005,Thanh_Hoa,-2.699920897088667
2006,Thanh_Hoa,2.1749690791017215
2007,Thanh_Hoa,-1.0614521882259282
2008,Thanh_Hoa,-0.11947666415900926
2009,Thanh_Hoa,1.075799935026211
2010,Thanh_Hoa,-0.7219346717964115
2011,Thanh_Hoa,-0.7770240256628753
2012,Thanh_Hoa,1.018883128618704
2013,Thanh_Hoa,-1.2663117687466894
2014,Thanh_Hoa,1.1753227047577468
2015,Thanh_Hoa,-0.38898560259458037
2016,Thanh_Hoa,0.694253025120716
2017,Thanh_Hoa,-0.023002663450306216
2018,Thanh_Hoa,-0.9502419720279534
2019,Thanh_Hoa,-0.3551682907671534
2020,Thanh_Hoa,-0.1932008585302114
2000,Nghe_An,0.4727979153474209
2001,Nghe_An,-0.26898378809971746
2002,Nghe_An,1.3370405600109052
2003,Nghe_An,0.4805423312346022
2004,Nghe_An,2.6593726527962076
2005,Nghe_An,-0.9975506116992179
2006,Nghe_An,2.500660308802445
2007,Nghe_An,-2.0509235607810083
2008,Nghe_An,1.6278161977854921
2009,Nghe_An,-0.846292291558548
2010,Nghe_An,-4.946484640211807
2011,Nghe_An,0.9923997644420339
2012,Nghe_An,1.0414615958442752
2013,Nghe_An,-1.0139531862386164
2014,Nghe_An,1.9408679368452582
2015,Nghe_An,0.05952934945905497
2016,Nghe_An,1.285060056919292
2017,Nghe_An,0.41876878034643283
2018,Nghe_An,0.14160295755545604
2019,Nghe_An,-2.594488828033093
2020,Nghe_An,-1.3899589629512974
2000,Ha_Tinh,-0.058693529891215235
2001,Ha_Tinh,0.47923882963258535
2002,Ha_Tinh,2.6896677856968267
2003,Ha_Tinh,4.78516815357473
2004,Ha_Tinh,7.256789555150689
2005,Ha_Tinh,5.07239085151609
2006,Ha_Tinh,4.977115221538142
2007,Ha_Tinh,-6.4913008891562995
2008,Ha_Tinh,2.917019162168245
2009,Ha_Tinh,2.2258367259305913
2010,Ha_Tinh,-3.325615501612887
2011,Ha_Tinh,1.555160634574925
2012,Ha_Tinh,1.7869559636396133
2013,Ha_Tinh,0.9273320864556567
2014,Ha_Tinh,2.1594753072502826
2015,Ha_Tinh,2.0336284437899224
2016,Ha_Tinh,1.2307614583078248
2017,Ha_Tinh,-8.349689261454358
2018,Ha_Tinh,0.36573644951976547
2019,Ha_Tinh,-3.617517247079981
2020,Ha_Tinh,-1.8925987098445631
2000,Quang_Binh,2.815121923496619
2001,Quang_Binh,0.0016814961000122253
2002,Quang_Binh,1.473738775463623
2003,Quang_Binh,0.8031429784245177
2004,Quang_Binh,2.562141513029303
2005,Quang_Binh,0.9014267266705716
2006,Quang_Binh,1.2960382942492856
2007,Quang_Binh,-3.6707570728817345
2008,Quang_Binh,-0.03761715310999847
2009,Quang_Binh,0.05860782112129925
2010,Quang_Binh,-3.2842291470959992
2011,Quang_Binh,0.5333340551371464
2012,Quang_Binh,0.026268288488012104
2013,Quang_Binh,-2.3573851240129002
2014,Quang_Binh,1.433011548510919
2015,Quang_Binh,0.8612477452481215
2016,Quang_Binh,0.8188277810675046
2017,Quang_Binh,0.7278479064438059
2018,Quang_Binh,1.4214862837436826
2019,Quang_Binh,-1.419458063516224
2020,Quang_Binh,-0.4568753799709313
2000,Quang_Tri,3.5211513923439384
2001,Quang_Tri,0.4617544050401321
2002,Quang_Tri,3.564817669659327
2003,Quang_Tri,2.2739351588422423
2004,Quang_Tri,4.691427346702639
2005,Quang_Tri,2.4629105782046636
2006,Quang_Tri,3.648819805073593
2007,Quang_Tri,1.678923484785635
2008,Quang_Tri,0.9496296714921044
2009,Quang_Tri,-0.9370635794556463
2010,Quang_Tri,-1.7218857285322997
2011,Quang_Tri,-0.4595552531367346
2012,Quang_Tri,1.527766506896647
2013,Quang_Tri,-3.62855753635084
2014,Quang_Tri,2.3899459342494893
2015,Quang_Tri,0.2599384886231917
2016,Quang_Tri,2.117762395468347
2017,Quang_Tri,-3.1087230269801225
2018,Quang_Tri,2.056043289206869
2019,Quang_Tri,1.0507825282217027
2020,Quang_Tri,0.6639137839529781
2000,Hue,-2.090011838584182
2001,Hue,-1.9318628592866673
2002,Hue,-2.3037427067680696
2003,Hue,1.2824269697645647
2004,Hue,2.3071951754512696
2005,Hue,-0.6926614980117591
2006,Hue,1.519461003562597
2007,Hue,0.8438832502318121
2008,Hue,0.1681685090538565
2009,Hue,0.2662591061696702
2010,Hue,-1.1400850154350408
2011,Hue,0.45630837590343987
2012,Hue,-0.958074159741507
2013,Hue,-4.42746231688686
2014,Hue,0.7791291344955766
2015,Hue,-0.1878472641364084
2016,Hue,0.2091056784454608
2017,Hue,0.14684185767971059
2018,Hue,1.691255779743237
2019,Hue,0.4819213986266462
2020,Hue,0.42246515021157194
2000,Long_An,-2.5546419794989887
2001,Long_An,-1.815143862348755
2002,Long_An,0.055317441398351264
2003,Long_An,0.4122509931075058
2004,Long_An,1.2432062922769447
2005,Long_An,1.1775621118184105
2006,Long_An,-4.2003666570859295
2007,Long_An,-0.6304797730911744
2008,Long_An,0.4313013821023901
2009,Long_An,-1.684063298815424
2010,Long_An,-0.28757013801126163
2011,Long_An,2.552281764095248
2012,Long_An,2.3219019683521864
2013,Long_An,1.5610289129187436
2014,Long_An,2.5286239517364493
2015,Long_An,2.5373327149916065
2016,Long_An,-0.8098078449183248
2017,Long_An,-4.369308451107358
2018,Long_An,-0.30095842489050995
2019,Long_An,-0.816845628833633
2020,Long_An,0.22743055380174582
2000,Tien_Giang,-1.0778254898648356
2001,Tien_Giang,-1.2526465752455636
2002,Tien_Giang,-0.12318883958422333
2003,Tien_Giang,-0.7425957134639631
2004,Tien_Giang,0.6060945725923617
2005,Tien_Giang,0.8982838210983957
2006,Tien_Giang,-2.570455155098607
2007,Tien_Giang,0.6348694759370943
2008,Tien_Giang,0.892396298493253
2009,Tien_Giang,-0.700723930493325
2010,Tien_Giang,-0.3993406785041813
2011,Tien_Giang,-0.13950965183246922
2012,Tien_Giang,0.7556829114280674
2013,Tien_Giang,0.511583621630983
2014,Tien_Giang,1.9523442808095695
2015,Tien_Giang,1.6228342107648004
2016,Tien_Giang,-0.10065583397564382
2017,Tien_Giang,-0.4176494986952264
2018,Tien_Giang,1.9004131523262586
2019,Tien_Giang,-0.21797242408867135
2020,Tien_Giang,-2.982046624968021
2000,Ben_Tre,-2.4090920458512812
2001,Ben_Tre,-0.21182444956342295
2002,Ben_Tre,1.1829342735866035
2003,Ben_Tre,1.4066919894664451
2004,Ben_Tre,1.8813768178052683
2005,Ben_Tre,1.7895108508269146
2006,Ben_Tre,1.2471447035906706
2007,Ben_Tre,-1.4614246215253175
2008,Ben_Tre,5.584536561199286
